FileName, CommitSha
Detections/new-service-creation.json,4147d28dcbdc6a82d9ae7d06b5db9151f784464c
Detections/rdp-hijacking.json,6fe7a0997cb8a6cbcb34306943bfb17bcfd6aba2
Detections/brute-force-success.json,8a91fc5ba37106db388803a7015921325add7402

